member_id,visit_date,age,gender,membership_type,workout_type,workout_duration_minutes,calories_burned,check_in_time,attendance_status
1158,10-05-2024,25,Other,Annual,Strength Training,52,508,05:55,Present
1159,02-12-2024,62,Female,Monthly,Yoga,84,542,16:45,Present
1160,02-10-2024,44,Other,Quarterly,Cardio,60,554,09:37,Present
1161,20-09-2024,54,Female,Quarterly,Cardio,20,118,22:39,Absent
1162,22-11-2024,28,Female,Quarterly,Yoga,55,278,08:52,Absent
1163,27-07-2024,53,Male,Monthly,Strength Training,59,565,07:35,Present
1164,27-02-2024,43,Female,Annual,Cardio,102,714,21:23,Absent
1165,28-05-2024,23,Female,Quarterly,HIIT,51,266,19:04,Absent
1166,01-09-2024,18,Other,Quarterly,Strength Training,92,693,09:46,Absent
1167,31-12-2024,23,Female,Monthly,Cardio,64,557,11:37,Present
1168,20-06-2024,33,Female,Monthly,CrossFit,63,410,08:42,Absent
1169,16-07-2024,37,Male,Annual,HIIT,83,746,16:37,Present
1170,17-10-2024,18,Other,Monthly,Cardio,32,188,11:10,Absent
1171,12-03-2024,33,Female,Monthly,HIIT,53,306,22:19,Absent
1172,07-09-2024,33,Female,Annual,Yoga,20,144,14:38,Absent
1173,17-12-2024,43,Male,Quarterly,CrossFit,89,844,17:33,Present
1174,12-05-2024,54,Male,Quarterly,Strength Training,76,382,22:37,Present
1175,11-12-2024,33,Male,Quarterly,Cardio,73,578,05:57,Absent
1176,08-03-2024,36,Male,Annual,Cardio,20,198,09:41,Present
1177,02-07-2024,51,Female,Quarterly,Strength Training,87,702,14:02,Present
1178,25-03-2024,27,Male,Monthly,Strength Training,79,719,08:51,Absent
1179,17-10-2024,39,Male,Annual,Cardio,101,852,16:55,Present
1180,22-07-2024,55,Male,Monthly,HIIT,21,189,09:00,Present
1181,15-01-2024,55,Male,Monthly,HIIT,114,887,22:10,Absent
1182,15-01-2024,60,Male,Annual,Strength Training,94,626,05:21,Absent
1183,17-02-2024,26,Female,Monthly,CrossFit,84,706,18:54,Present
1184,16-05-2024,36,Female,Annual,Yoga,110,918,21:18,Present
1185,20-01-2024,33,Other,Annual,Cardio,54,361,16:46,Absent
1186,03-08-2024,65,Male,Monthly,Yoga,87,592,16:11,Present
1187,09-10-2024,34,Female,Quarterly,Strength Training,78,434,09:18,Absent
1188,02-10-2024,63,Female,Quarterly,Cardio,39,383,19:05,Absent
1189,26-11-2024,30,Male,Monthly,HIIT,107,873,17:54,Present
1190,27-02-2024,42,Male,Monthly,HIIT,33,213,22:39,Present
1191,13-04-2024,63,Male,Annual,Yoga,81,626,16:34,Absent
1192,10-09-2024,63,Other,Annual,Yoga,103,800,18:24,Absent
1193,10-03-2024,41,Other,Quarterly,Yoga,68,574,13:59,Absent
1194,29-09-2024,55,Other,Monthly,Yoga,20,102,21:03,Absent
1195,24-04-2024,30,Other,Annual,Strength Training,87,704,05:29,Present
1196,11-10-2024,31,Other,Quarterly,Strength Training,58,500,12:49,Present
1197,10-06-2024,24,Other,Quarterly,Strength Training,77,749,19:32,Absent
1198,31-05-2024,20,Other,Quarterly,Strength Training,75,697,05:00,Absent
1199,10-05-2024,48,Other,Quarterly,HIIT,74,709,08:51,Absent
1200,14-04-2024,48,Male,Annual,CrossFit,98,616,12:19,Absent
1201,03-11-2024,41,Other,Monthly,HIIT,99,501,16:50,Absent
1202,18-04-2024,33,Male,Quarterly,CrossFit,27,164,15:52,Absent
1203,16-06-2024,55,Male,Quarterly,HIIT,30,264,22:09,Absent
1204,12-04-2024,18,Male,Annual,Strength Training,50,488,12:44,Present
1205,05-05-2024,42,Female,Quarterly,HIIT,42,294,20:13,Present
1206,27-01-2024,59,Male,Annual,Strength Training,63,477,08:24,Absent
1207,23-03-2024,21,Male,Quarterly,HIIT,38,323,10:07,Absent
1208,29-12-2024,34,Female,Quarterly,CrossFit,116,603,13:35,Present
1209,17-12-2024,29,Other,Quarterly,Strength Training,64,384,13:05,Present
1210,05-12-2024,36,Female,Quarterly,CrossFit,77,751,22:18,Absent
1211,31-03-2024,49,Male,Annual,Yoga,97,868,17:41,Absent
1212,25-02-2024,46,Other,Monthly,Strength Training,69,498,11:13,Absent
1213,23-04-2024,25,Other,Annual,HIIT,97,833,16:34,Absent
1214,08-11-2024,18,Female,Monthly,Yoga,87,562,14:54,Present
1215,10-02-2024,28,Male,Annual,Yoga,85,561,17:30,Present
1216,25-04-2024,26,Female,Quarterly,Strength Training,73,397,05:36,Present
1217,05-02-2024,34,Male,Quarterly,Yoga,100,916,13:13,Absent
1218,06-04-2024,34,Female,Quarterly,HIIT,28,142,16:01,Absent
1219,28-11-2024,44,Other,Quarterly,HIIT,36,305,16:27,Absent
1220,18-12-2024,18,Female,Annual,CrossFit,25,176,08:16,Present
1221,30-01-2024,61,Male,Monthly,Yoga,48,247,16:45,Absent
1222,30-06-2024,50,Female,Annual,Yoga,34,183,17:05,Absent
1223,18-10-2024,51,Male,Quarterly,Yoga,41,249,18:02,Absent
1224,27-09-2024,27,Male,Quarterly,Yoga,42,341,06:15,Present
1225,13-11-2024,58,Female,Monthly,Yoga,118,1000,15:02,Present
1226,07-09-2024,18,Other,Quarterly,Cardio,108,886,10:25,Present
1227,04-07-2024,33,Female,Annual,HIIT,47,380,08:56,Absent
1228,19-05-2024,33,Female,Monthly,CrossFit,58,479,05:56,Present
1229,20-03-2024,29,Female,Annual,Strength Training,91,579,19:47,Present
1230,31-07-2024,18,Female,Quarterly,CrossFit,66,434,11:46,Absent
1231,04-01-2024,57,Other,Monthly,Strength Training,88,710,12:40,Absent
1232,11-09-2024,58,Female,Quarterly,HIIT,112,611,15:26,Present
1233,29-10-2024,55,Male,Quarterly,Yoga,65,490,13:22,Absent
1234,02-12-2024,60,Other,Monthly,Yoga,88,771,22:35,Absent
1235,16-06-2024,44,Female,Annual,Cardio,48,350,21:52,Present
1236,26-07-2024,29,Other,Quarterly,CrossFit,66,463,14:33,Present
1237,29-01-2024,65,Other,Monthly,Yoga,111,1104,09:29,Present
1238,26-08-2024,59,Other,Annual,Cardio,46,379,07:22,Present
1239,27-08-2024,18,Male,Quarterly,Strength Training,74,736,08:10,Absent
1240,04-06-2024,56,Other,Monthly,Yoga,74,718,09:19,Present
1241,20-02-2024,21,Male,Monthly,Cardio,63,525,10:04,Absent
1242,20-07-2024,63,Female,Monthly,Cardio,55,428,09:06,Present
1243,18-05-2024,47,Female,Quarterly,Cardio,114,996,21:18,Absent
1244,27-10-2024,57,Male,Monthly,CrossFit,114,962,21:43,Absent
1245,04-02-2024,62,Male,Annual,Strength Training,103,628,20:17,Present
1246,26-05-2024,45,Female,Annual,CrossFit,51,378,20:59,Absent
1247,22-04-2024,23,Other,Monthly,Strength Training,115,739,21:10,Present
1248,30-11-2024,52,Female,Monthly,HIIT,94,564,07:58,Present
1249,04-11-2024,62,Female,Annual,Cardio,66,391,05:43,Present
1250,25-01-2024,40,Female,Quarterly,HIIT,117,1072,16:42,Absent
1251,30-07-2024,46,Other,Quarterly,CrossFit,53,377,05:00,Present
1252,03-11-2024,44,Male,Annual,HIIT,87,788,18:50,Absent
1253,05-01-2024,22,Other,Quarterly,Yoga,49,345,06:23,Present
1254,20-01-2024,33,Other,Quarterly,Yoga,71,494,07:49,Present
1255,31-08-2024,24,Male,Monthly,Strength Training,85,688,16:44,Present
1256,29-05-2024,24,Male,Monthly,Cardio,61,396,22:16,Absent
1257,10-10-2024,40,Male,Annual,HIIT,92,481,06:38,Absent
1258,10-10-2024,60,Male,Quarterly,HIIT,97,845,14:04,Absent
1259,27-11-2024,38,Male,Quarterly,CrossFit,88,498,19:58,Absent
1260,06-10-2024,54,Female,Annual,Yoga,39,333,16:59,Present
1261,15-06-2024,40,Female,Quarterly,HIIT,48,379,13:02,Absent
1262,07-09-2024,24,Other,Annual,HIIT,30,226,10:36,Absent
1263,12-03-2024,33,Female,Annual,Cardio,26,257,08:23,Absent
1264,06-08-2024,60,Other,Annual,Cardio,93,774,11:47,Absent
1265,10-03-2024,22,Female,Annual,Strength Training,29,168,22:45,Present
1266,17-06-2024,55,Other,Monthly,Strength Training,76,385,06:14,Absent
1267,17-05-2024,44,Female,Quarterly,Cardio,70,575,14:11,Absent
1268,07-12-2024,51,Female,Annual,Yoga,68,627,15:34,Absent
1269,01-02-2024,62,Other,Annual,Strength Training,58,463,15:49,Present
1270,24-05-2024,23,Female,Monthly,Cardio,94,553,07:10,Present
1271,29-02-2024,44,Female,Quarterly,Strength Training,119,663,08:29,Absent
1272,16-03-2024,37,Male,Monthly,CrossFit,29,177,07:55,Present
1273,02-03-2024,41,Male,Monthly,HIIT,26,241,12:45,Present
1274,24-03-2024,58,Other,Monthly,Strength Training,78,593,06:46,Absent
1275,16-06-2024,51,Male,Monthly,HIIT,47,457,13:47,Present
1276,12-10-2024,51,Other,Annual,Cardio,32,211,19:17,Absent
1277,18-10-2024,48,Male,Annual,Cardio,104,721,10:26,Absent
1278,25-09-2024,61,Female,Annual,Cardio,119,1035,07:59,Present
1279,20-10-2024,21,Other,Annual,Cardio,94,882,22:36,Present
1280,12-11-2024,37,Other,Monthly,Strength Training,57,331,07:59,Present
1281,06-01-2024,54,Male,Annual,CrossFit,24,130,12:20,Present
1282,15-03-2024,43,Other,Monthly,CrossFit,89,864,13:17,Absent
1283,07-05-2024,47,Female,Annual,Yoga,70,360,09:04,Present
1284,01-06-2024,33,Other,Annual,Cardio,90,654,08:13,Present
1285,13-10-2024,53,Other,Annual,Strength Training,70,494,18:35,Present
1286,23-09-2024,57,Female,Annual,HIIT,90,484,18:14,Present
1287,23-09-2024,53,Male,Annual,Yoga,102,674,17:19,Absent
1288,08-12-2024,27,Other,Annual,CrossFit,32,251,05:28,Present
1289,05-07-2024,38,Male,Monthly,Yoga,108,997,05:30,Present
1290,25-11-2024,61,Female,Quarterly,Strength Training,38,281,06:03,Present
1291,03-08-2024,32,Female,Annual,HIIT,20,133,08:04,Present
1292,23-02-2024,60,Male,Quarterly,CrossFit,31,230,14:04,Absent
1293,29-11-2024,29,Female,Annual,CrossFit,116,707,13:27,Absent
1294,19-02-2024,32,Other,Monthly,HIIT,43,425,14:05,Absent
1295,19-01-2024,50,Female,Quarterly,Cardio,51,465,14:05,Absent
1296,11-06-2024,33,Male,Monthly,Strength Training,119,1007,13:28,Present
1297,08-05-2024,57,Male,Monthly,Strength Training,36,244,06:39,Present
1298,10-09-2024,45,Female,Monthly,HIIT,53,340,20:37,Absent
1299,10-04-2024,36,Female,Monthly,Strength Training,39,267,05:14,Absent
1300,25-03-2024,29,Other,Monthly,HIIT,63,583,09:46,Absent
1301,27-04-2024,49,Male,Annual,Yoga,81,606,05:33,Absent
1302,25-03-2024,63,Female,Annual,HIIT,70,498,12:06,Present
1303,17-03-2024,34,Other,Quarterly,Cardio,119,984,10:58,Absent
1304,23-11-2024,36,Female,Monthly,CrossFit,114,570,21:19,Absent
1305,23-04-2024,53,Other,Annual,Yoga,73,543,05:40,Absent
1306,27-02-2024,36,Female,Annual,HIIT,59,321,18:17,Present
1307,29-08-2024,19,Male,Monthly,HIIT,63,494,05:12,Present
1308,13-11-2024,30,Male,Quarterly,Strength Training,32,221,07:31,Absent
1309,03-06-2024,63,Other,Monthly,CrossFit,45,279,22:45,Present
1310,09-11-2024,61,Other,Annual,Cardio,83,450,15:22,Present
1311,28-06-2024,34,Other,Annual,Strength Training,108,967,12:36,Present
1312,03-07-2024,58,Male,Annual,HIIT,109,556,16:49,Absent
1313,07-08-2024,56,Other,Quarterly,Yoga,65,489,19:08,Absent
1314,28-12-2024,26,Female,Quarterly,Strength Training,56,401,08:16,Absent
1315,28-03-2024,54,Female,Quarterly,HIIT,66,559,13:09,Absent
1316,21-10-2024,46,Male,Monthly,HIIT,114,997,21:04,Absent
1317,18-04-2024,61,Other,Quarterly,Strength Training,116,730,20:17,Present
1318,26-02-2024,65,Female,Annual,HIIT,118,736,22:58,Present
1319,05-05-2024,24,Male,Quarterly,HIIT,95,674,08:00,Present
1320,01-07-2024,60,Female,Annual,Cardio,25,167,16:27,Absent
1321,12-10-2024,32,Female,Quarterly,HIIT,46,333,05:40,Present
1322,16-01-2024,35,Other,Monthly,Yoga,26,166,17:55,Present
1323,14-08-2024,40,Male,Annual,Strength Training,111,589,08:38,Absent
1324,08-01-2024,63,Female,Monthly,CrossFit,96,669,13:48,Absent
1325,07-04-2024,41,Other,Annual,Yoga,98,979,05:46,Present
1326,23-04-2024,19,Female,Monthly,Cardio,33,329,17:34,Absent
1327,29-12-2024,58,Other,Quarterly,CrossFit,43,226,14:11,Absent
1328,11-06-2024,56,Female,Monthly,CrossFit,74,414,14:26,Absent
1329,22-07-2024,50,Male,Monthly,HIIT,48,410,20:15,Present
1330,03-05-2024,60,Female,Monthly,CrossFit,42,390,20:40,Present
1331,13-02-2024,61,Other,Annual,Cardio,77,732,12:43,Present
1332,05-04-2024,18,Female,Annual,Strength Training,47,264,18:32,Absent
1333,13-08-2024,60,Female,Monthly,CrossFit,49,313,12:40,Absent
1334,15-10-2024,43,Male,Quarterly,Strength Training,20,127,14:28,Present
1335,25-02-2024,51,Female,Quarterly,Yoga,77,515,19:52,Present
1336,20-08-2024,33,Female,Quarterly,CrossFit,115,1133,07:16,Present
1337,21-10-2024,31,Other,Quarterly,Strength Training,41,276,22:26,Absent
1338,04-07-2024,18,Male,Quarterly,HIIT,72,366,11:22,Absent
1339,30-09-2024,29,Male,Quarterly,CrossFit,26,201,17:57,Absent
1340,21-06-2024,32,Female,Quarterly,Strength Training,39,308,11:18,Absent
1341,20-10-2024,32,Other,Quarterly,CrossFit,94,910,12:08,Present
1342,07-09-2024,34,Male,Monthly,Strength Training,88,811,20:46,Absent
1343,25-12-2024,35,Male,Annual,Cardio,115,582,05:22,Absent
1344,20-09-2024,31,Male,Quarterly,CrossFit,49,485,14:04,Absent
1345,11-04-2024,40,Female,Quarterly,HIIT,102,833,10:50,Absent
1346,31-01-2024,32,Female,Annual,HIIT,37,317,19:31,Present
1347,09-08-2024,23,Other,Annual,Yoga,93,837,05:59,Absent
1348,13-09-2024,31,Female,Monthly,Strength Training,97,882,18:38,Absent
1349,23-08-2024,60,Female,Quarterly,CrossFit,90,887,06:05,Present
1350,09-07-2024,65,Male,Quarterly,Yoga,62,418,16:24,Present
1351,24-01-2024,49,Other,Monthly,Cardio,103,606,12:01,Absent
1352,26-10-2024,57,Other,Annual,Yoga,91,892,08:21,Present
1353,26-01-2024,37,Male,Annual,Yoga,82,437,18:00,Present
1354,13-01-2024,34,Other,Annual,Yoga,71,490,14:33,Absent
1355,16-11-2024,43,Other,Monthly,Yoga,118,900,06:01,Absent
1356,15-03-2024,33,Female,Annual,Strength Training,51,351,12:27,Absent
1357,31-07-2024,41,Other,Quarterly,Cardio,59,549,19:24,Present
1358,31-05-2024,40,Other,Quarterly,Cardio,39,287,08:59,Present
1359,28-07-2024,61,Other,Annual,Yoga,44,359,16:21,Present
1360,29-02-2024,18,Male,Monthly,CrossFit,80,406,10:33,Present
1361,16-11-2024,35,Male,Monthly,HIIT,83,604,21:15,Present
1362,14-12-2024,52,Male,Quarterly,Cardio,68,670,07:55,Absent
1363,13-02-2024,64,Female,Annual,Yoga,109,787,15:52,Present
1364,19-01-2024,31,Other,Monthly,Cardio,24,132,07:05,Present
1365,03-08-2024,21,Male,Annual,HIIT,75,509,09:11,Absent
1366,27-06-2024,45,Male,Annual,Yoga,79,705,15:09,Absent
1367,03-02-2024,31,Male,Annual,CrossFit,48,453,06:49,Absent
1368,20-04-2024,54,Male,Annual,CrossFit,88,870,12:51,Present
1369,30-10-2024,47,Male,Monthly,Strength Training,84,808,22:46,Absent
1370,27-04-2024,47,Female,Monthly,Strength Training,110,651,11:53,Present
1371,06-05-2024,54,Other,Monthly,HIIT,91,455,20:39,Present
1372,15-05-2024,42,Male,Monthly,Strength Training,35,228,12:25,Present
1373,21-09-2024,50,Female,Annual,Strength Training,51,350,09:53,Absent
1374,11-05-2024,28,Other,Annual,CrossFit,51,313,18:34,Present
1375,24-02-2024,42,Other,Quarterly,HIIT,54,382,12:53,Absent
1376,20-09-2024,45,Other,Annual,HIIT,34,229,16:14,Present
1377,24-12-2024,24,Female,Monthly,CrossFit,21,152,08:15,Absent
1378,13-12-2024,40,Other,Quarterly,HIIT,42,316,18:06,Present
1379,21-05-2024,64,Male,Quarterly,Cardio,46,387,15:25,Present
1380,12-05-2024,65,Male,Quarterly,HIIT,63,375,11:17,Present
1381,10-03-2024,39,Female,Monthly,Cardio,31,221,10:44,Present
1382,19-12-2024,26,Female,Monthly,Yoga,105,734,09:25,Absent
1383,20-10-2024,53,Male,Monthly,HIIT,32,199,08:16,Absent
1384,10-01-2024,22,Other,Annual,HIIT,79,507,07:52,Present
1385,26-06-2024,25,Female,Monthly,HIIT,92,502,22:02,Absent
1386,22-07-2024,54,Male,Quarterly,Strength Training,81,493,07:21,Absent
1387,08-06-2024,46,Male,Monthly,CrossFit,99,628,07:10,Absent
1388,22-06-2024,64,Male,Annual,HIIT,73,710,06:09,Present
1389,15-10-2024,47,Male,Monthly,CrossFit,26,254,14:22,Absent
1390,14-02-2024,65,Other,Annual,Cardio,58,296,20:06,Absent
1391,04-10-2024,27,Male,Quarterly,CrossFit,33,238,14:25,Present
1392,25-12-2024,60,Male,Annual,Strength Training,74,484,08:05,Absent
1393,30-09-2024,34,Female,Monthly,Strength Training,99,706,22:52,Absent
1394,23-07-2024,65,Male,Annual,HIIT,77,743,06:44,Absent
1395,06-12-2024,40,Female,Monthly,CrossFit,89,542,21:48,Present
1396,03-01-2024,37,Other,Quarterly,Strength Training,33,261,12:45,Absent
1397,17-06-2024,44,Male,Annual,Cardio,24,186,18:29,Absent
1398,26-12-2024,32,Female,Quarterly,Strength Training,102,871,08:04,Present
1399,10-03-2024,36,Other,Monthly,Strength Training,99,824,15:12,Present
1400,11-12-2024,18,Other,Monthly,HIIT,66,638,18:34,Absent
1401,21-10-2024,33,Other,Quarterly,HIIT,94,870,12:40,Present
1402,25-03-2024,57,Male,Annual,Cardio,60,515,14:33,Absent
1403,30-06-2024,42,Male,Quarterly,CrossFit,111,622,06:57,Absent
1404,30-01-2024,34,Other,Annual,CrossFit,112,670,11:26,Absent
1405,08-07-2024,38,Female,Annual,Cardio,24,169,13:27,Present
1406,11-08-2024,50,Male,Quarterly,Cardio,51,292,14:07,Absent
1407,04-09-2024,49,Male,Monthly,Cardio,74,402,05:26,Absent
1408,03-11-2024,54,Other,Annual,HIIT,99,922,11:37,Present
1409,02-08-2024,36,Male,Monthly,HIIT,83,451,17:15,Present
1410,09-08-2024,65,Female,Annual,CrossFit,73,412,14:29,Present
1411,08-02-2024,37,Male,Monthly,Strength Training,61,546,10:44,Present
1412,17-04-2024,49,Other,Monthly,Strength Training,111,623,19:02,Present
1413,24-02-2024,48,Female,Monthly,Strength Training,65,491,07:18,Absent
1414,09-01-2024,48,Male,Monthly,Cardio,119,1111,22:36,Absent
1415,26-08-2024,23,Female,Monthly,CrossFit,60,374,16:42,Present
1416,18-11-2024,44,Female,Annual,HIIT,65,633,21:25,Absent
1417,26-08-2024,41,Female,Monthly,Yoga,50,272,08:26,Absent
1418,16-03-2024,56,Male,Quarterly,CrossFit,95,725,13:57,Absent
1419,24-05-2024,46,Other,Monthly,HIIT,91,804,05:19,Absent
1420,03-08-2024,23,Other,Monthly,Cardio,70,638,21:18,Present
1421,04-12-2024,39,Other,Monthly,Strength Training,83,790,09:22,Present
1422,20-01-2024,25,Female,Monthly,Yoga,110,933,08:29,Present
1423,29-06-2024,54,Other,Monthly,HIIT,52,405,21:22,Present
1424,26-12-2024,28,Female,Quarterly,Cardio,83,514,13:32,Absent
1425,12-02-2024,52,Female,Monthly,Strength Training,71,427,09:45,Absent
1426,09-08-2024,20,Other,Annual,Yoga,85,646,06:24,Absent
1427,03-03-2024,32,Other,Quarterly,Yoga,41,244,08:38,Present
1428,23-11-2024,20,Other,Quarterly,Strength Training,107,1069,14:04,Absent
1429,30-10-2024,39,Other,Monthly,CrossFit,98,680,21:18,Absent
1430,16-08-2024,57,Other,Annual,CrossFit,93,601,05:14,Present
1431,08-12-2024,46,Male,Quarterly,CrossFit,98,492,21:20,Present
1432,30-03-2024,54,Male,Annual,Cardio,87,804,13:58,Present
1433,29-06-2024,41,Female,Annual,HIIT,73,526,19:28,Present
1434,31-05-2024,51,Other,Quarterly,Strength Training,84,536,16:41,Absent
1435,29-10-2024,45,Other,Monthly,Yoga,83,420,05:14,Present
1436,20-01-2024,29,Other,Monthly,Yoga,81,529,17:19,Present
1437,18-12-2024,20,Female,Annual,CrossFit,71,538,12:25,Present
1438,01-11-2024,58,Female,Annual,Yoga,25,182,15:52,Present
1439,21-03-2024,19,Female,Quarterly,Yoga,86,654,15:13,Absent
1440,30-05-2024,60,Other,Monthly,CrossFit,110,632,12:47,Present
1441,22-09-2024,62,Other,Quarterly,CrossFit,94,661,09:54,Absent
1442,15-03-2024,41,Female,Monthly,Cardio,38,350,15:20,Present
1443,29-01-2024,56,Male,Monthly,HIIT,33,211,22:55,Absent
1444,08-12-2024,23,Female,Monthly,CrossFit,118,1127,18:28,Absent
1445,21-07-2024,46,Female,Quarterly,Cardio,54,515,05:40,Present
1446,05-10-2024,60,Male,Annual,HIIT,76,412,21:27,Present
1447,20-08-2024,59,Female,Monthly,HIIT,47,258,14:10,Absent
1448,21-12-2024,20,Other,Monthly,Cardio,31,164,17:33,Absent
1449,10-07-2024,22,Other,Monthly,CrossFit,109,705,06:11,Absent
1450,05-08-2024,34,Other,Annual,Cardio,30,192,19:12,Absent
1451,22-12-2024,39,Other,Monthly,Strength Training,33,296,19:41,Present
1452,05-08-2024,58,Other,Monthly,Strength Training,23,219,20:27,Absent
1453,26-03-2024,61,Other,Monthly,Cardio,58,438,18:59,Absent
1454,17-08-2024,28,Other,Annual,Yoga,118,600,17:37,Absent
1455,30-11-2024,36,Female,Annual,Strength Training,38,200,09:52,Present
1456,20-10-2024,44,Female,Monthly,Cardio,68,547,19:43,Present
1457,26-06-2024,36,Male,Annual,CrossFit,29,179,21:20,Present
1458,05-08-2024,32,Male,Monthly,CrossFit,61,430,19:42,Absent
1459,29-05-2024,47,Female,Annual,Strength Training,65,617,09:52,Present
1460,11-12-2024,64,Male,Monthly,Cardio,114,1135,15:47,Absent
1461,16-09-2024,18,Other,Annual,CrossFit,26,242,18:39,Present
1462,25-01-2024,52,Male,Quarterly,Yoga,117,1093,09:58,Absent
1463,21-04-2024,38,Other,Annual,CrossFit,97,569,07:54,Present
1464,19-08-2024,49,Male,Quarterly,Cardio,39,281,19:41,Present
1465,28-04-2024,30,Male,Annual,Yoga,111,1091,20:28,Absent
1466,26-06-2024,52,Male,Quarterly,Strength Training,59,312,08:30,Absent
1467,16-02-2024,22,Other,Quarterly,CrossFit,74,731,16:42,Present
1468,07-08-2024,36,Female,Quarterly,HIIT,110,895,11:22,Absent
1469,11-10-2024,45,Female,Quarterly,Cardio,106,547,07:22,Present
1470,06-08-2024,33,Other,Monthly,Strength Training,102,663,10:45,Absent
1471,12-07-2024,41,Male,Monthly,Yoga,113,709,18:12,Present
1472,17-09-2024,57,Other,Monthly,Cardio,54,391,17:54,Present
1473,10-11-2024,49,Female,Annual,Cardio,113,791,09:53,Absent
1474,18-03-2024,61,Other,Annual,Yoga,89,554,12:04,Absent
1475,10-06-2024,65,Male,Quarterly,HIIT,109,1069,17:19,Present
1476,17-11-2024,60,Male,Monthly,Strength Training,74,557,09:21,Absent
1477,20-12-2024,35,Male,Annual,Yoga,53,336,06:05,Present
1478,10-07-2024,49,Other,Quarterly,Strength Training,100,986,18:32,Absent
1479,24-06-2024,42,Female,Annual,CrossFit,45,418,08:55,Absent
1480,15-11-2024,42,Other,Annual,Strength Training,111,563,05:39,Present
1481,18-03-2024,44,Other,Quarterly,Cardio,98,928,11:40,Present
1482,29-04-2024,27,Male,Quarterly,Strength Training,118,675,20:16,Absent
1483,06-11-2024,62,Other,Annual,Yoga,103,542,10:53,Present
1484,05-02-2024,51,Female,Monthly,Strength Training,44,241,15:32,Absent
1485,08-06-2024,39,Other,Annual,Cardio,74,487,12:59,Absent
1486,16-01-2024,58,Male,Annual,Strength Training,66,545,11:53,Present
1487,16-10-2024,23,Male,Monthly,Cardio,85,564,18:43,Present
1488,04-09-2024,53,Female,Quarterly,Cardio,64,433,06:16,Absent
1489,03-08-2024,47,Female,Annual,Yoga,59,436,13:30,Present
1490,29-05-2024,30,Male,Quarterly,Cardio,58,506,18:44,Absent
1491,02-08-2024,46,Male,Quarterly,HIIT,116,959,21:16,Absent
1492,18-03-2024,53,Male,Quarterly,HIIT,20,120,15:51,Absent
1493,11-11-2024,53,Female,Monthly,HIIT,98,859,06:57,Absent
1494,13-05-2024,58,Male,Monthly,CrossFit,96,576,09:55,Present
1495,15-03-2024,22,Male,Monthly,HIIT,37,219,11:51,Present
1496,27-02-2024,52,Male,Annual,Strength Training,56,520,10:20,Absent
1497,21-09-2024,65,Other,Monthly,Strength Training,64,382,20:20,Present
1498,12-01-2024,37,Other,Annual,HIIT,71,506,10:06,Present
1499,03-07-2024,42,Male,Annual,Cardio,59,434,07:58,Present
1500,08-10-2024,18,Female,Annual,Yoga,27,248,15:26,Present
1501,16-01-2024,64,Other,Quarterly,CrossFit,31,187,22:07,Absent
1502,02-10-2024,25,Male,Annual,HIIT,32,185,14:43,Present
1503,22-05-2024,30,Male,Monthly,Cardio,53,523,06:52,Present
1504,16-03-2024,28,Other,Annual,Cardio,87,839,11:38,Present
1505,08-02-2024,58,Female,Annual,Strength Training,43,339,16:14,Present
1506,21-06-2024,63,Other,Monthly,CrossFit,120,865,12:22,Present
1507,01-02-2024,37,Other,Monthly,Cardio,98,761,18:22,Absent
1508,11-08-2024,28,Other,Quarterly,Yoga,45,241,12:04,Present
1509,28-09-2024,52,Other,Annual,Yoga,101,929,08:08,Present
1510,24-04-2024,52,Other,Annual,CrossFit,67,528,17:55,Absent
1511,17-02-2024,39,Other,Quarterly,Cardio,30,285,12:09,Present
1512,05-08-2024,63,Other,Quarterly,Cardio,95,628,15:21,Present
1513,09-12-2024,37,Other,Quarterly,Strength Training,39,270,05:55,Present
1514,04-08-2024,49,Other,Quarterly,HIIT,53,406,16:34,Present
1515,28-04-2024,29,Female,Annual,CrossFit,93,521,12:03,Present
1516,17-07-2024,61,Male,Monthly,Cardio,81,460,16:42,Absent
1517,10-01-2024,26,Male,Annual,CrossFit,26,173,16:00,Present
1518,02-04-2024,44,Female,Quarterly,CrossFit,71,620,08:37,Absent
1519,10-09-2024,62,Other,Quarterly,HIIT,109,576,22:35,Present
1520,22-02-2024,31,Female,Annual,Cardio,53,437,11:20,Absent
1521,29-05-2024,50,Other,Annual,Yoga,50,270,12:48,Present
1522,30-12-2024,63,Male,Annual,CrossFit,89,878,12:37,Absent
1523,23-05-2024,42,Female,Monthly,CrossFit,90,892,10:39,Absent
1524,16-06-2024,55,Male,Monthly,Cardio,36,234,08:48,Present
1525,03-08-2024,49,Other,Annual,Strength Training,58,467,13:41,Present
1526,04-12-2024,24,Female,Monthly,Strength Training,87,676,07:02,Present
1527,19-03-2024,42,Female,Annual,Strength Training,47,302,14:44,Present
1528,29-11-2024,63,Female,Annual,Cardio,30,285,12:57,Absent
1529,05-12-2024,51,Other,Monthly,Cardio,79,568,09:26,Absent
1530,06-11-2024,42,Other,Monthly,Strength Training,23,164,09:11,Absent
1531,11-02-2024,24,Other,Annual,HIIT,24,187,09:20,Present
1532,20-02-2024,55,Other,Annual,Strength Training,26,249,06:05,Present
1533,19-04-2024,59,Other,Monthly,CrossFit,34,291,07:59,Present
1534,23-12-2024,20,Other,Quarterly,HIIT,52,428,18:28,Absent
